original_index,is_outlier,begruendung,zielspalten_bewertet
871,True,"Das Verhältnis von 953 Views zu nur 1 Reply und 1 Vote ist für einen sozialen Deal (Bike-Share für Bedürftige) extrem ungewöhnlich. Bei fast 1000 Aufrufen wäre deutlich mehr Engagement (mehr Antworten oder Votes) zu erwarten, insbesondere da es sich um ein gemeinnütziges Angebot handelt, das typischerweise Reaktionen hervorruft.","['replies', 'views', 'votes']"
872,False,"Ein 8-teiliges Kristallweinglasset mit 80% Rabatt für $19.99 ist ein sehr attraktives Angebot, das hohes Interesse plausibel erklärt. Die 13.044 Views, 28 Replies und 18 Votes sind für einen stark rabattierten Home & Garden Deal im erwartbaren Rahmen und passen zum Kontext eines wertigen Schnäppchens.","['replies', 'views', 'votes']"
873,False,"Ein kostenloser Translator aus dem Microsoft Store in der Kategorie Computers & Electronics zeigt mit 238 Views, 0 Replies und 2 Votes ein typisches Engagement-Muster für ein Nischen-Software-Angebot. Die moderate Aufmerksamkeit ohne Diskussionsbedarf passt zum Kontext einer kostenlosen Utility-App.","['replies', 'views', 'votes']"
874,False,"Ein Costco-Kaffee-Deal (2x900g für $31.99) in der Kategorie Groceries zeigt mit 22 Antworten, 5566 Aufrufen und 9 Votes ein plausibles Engagement-Niveau. Kaffee-Angebote bei Costco sind für viele Nutzer relevant, und die Werte liegen im erwartbaren Rahmen für ein solches Lebensmittel-Angebot ohne außergewöhnliche Ersparnis.","['replies', 'views', 'votes']"
875,False,"Ein Telefonie-Gerät für $99.99 bei Staples mit 2021 Views, 4 Replies und 4 Votes zeigt ein moderates, kontextangemessenes Engagement. Das Produkt ist eine Nischenlösung im Bereich Heimtelefonie, die für eine begrenzte Zielgruppe interessant ist, was die überschaubaren Interaktionszahlen plausibel erklärt.","['replies', 'views', 'votes']"
876,False,"Das Engagement (51 Antworten, 15893 Aufrufe, 51 Votes) ist für einen Deal mit 61% Rabatt auf ein beliebtes Schreibgerät bei Amazon.ca plausibel. Mechanische Stifte sind bei Studenten und Büronutzern beliebt, der hohe Rabatt rechtfertigt die Aufmerksamkeit und Diskussion.","['replies', 'views', 'votes']"
877,False,"Das Engagement ist für diesen Kontext plausibel: Ein Werkzeug-Deal (Trennscheiben-Set für $9.99) bei Canadian Tire in der Kategorie Home Improvement & Tools zeigt mit 3634 Views, 10 Replies und 6 Votes ein normales Interesse-Niveau für ein praktisches, preiswertes Handwerker-Produkt. Die Werte passen zum Nischencharakter des Angebots.","['replies', 'views', 'votes']"
878,False,"Das Engagement ist für einen VR-Headset-Deal im mittleren Preissegment plausibel: 4509 Views zeigen solides Interesse an Gaming-Hardware, 10 positive Votes und 7 Replies deuten auf moderate Zustimmung hin. Die Werte passen zum Kontext eines Elektronik-Deals ohne außergewöhnliche Ersparnis.","['replies', 'views', 'votes']"
879,True,"Das Verhältnis von 54 Antworten und 21.369 Aufrufen bei nur 6 Votes ist deutlich ungewöhnlich. Bei dieser hohen Reichweite und Diskussionsaktivität wäre normalerweise ein wesentlich höheres Voting-Engagement zu erwarten, was auf eine Anomalie im Nutzerverhalten hindeutet.","['replies', 'views', 'votes']"
880,False,"Das Engagement ist für einen Amex-Kreditkarten-Deal mit $20 Guthaben bei $80 Ausgaben im Groceries-Bereich angemessen. 2318 Views, 9 Replies und 5 Votes passen zu einem nischenspezifischen Angebot, das nur für Amex-Karteninhaber relevant ist und moderate Aufmerksamkeit in der Zielgruppe erzeugt.","['replies', 'views', 'votes']"
881,False,"Das Engagement ist für einen Home Depot Werkzeug-Deal mit 24% Rabatt auf ein Ryobi Starter Kit plausibel. 7059 Views, 13 Replies und 10 Votes passen gut zu einem attraktiven Heimwerker-Angebot, das für viele Nutzer relevant ist und Diskussionen über Verfügbarkeit (YMMV) anregt.","['replies', 'views', 'votes']"
882,False,"Das Engagement ist für diesen Deal angemessen: Ein stark rabattiertes Heimwerkerprodukt (75% Ersparnis) bei einem bekannten Baumarkt rechtfertigt plausibel 3743 Views, 9 Antworten und 7 positive Votes. Die Werte liegen im erwartbaren Rahmen für einen soliden, aber nicht außergewöhnlichen Deal.","['replies', 'views', 'votes']"
883,False,"Das Engagement (11 Antworten, 3262 Aufrufe, 14 Votes) ist für einen Beauty-Deal mit 31% Rabatt auf Amazon.ca im erwartbaren Rahmen. Die moderate Interaktion passt zu einem Nischenprodukt (Rasierseife für empfindliche Haut) mit solidem, aber nicht außergewöhnlichem Preisvorteil.","['replies', 'views', 'votes']"
884,False,"Ein hochwertiges Shun-Messerset für $349.99 bei Costco ist ein attraktives Angebot, das plausibel hohes Interesse (9962 Views) und Diskussionsbedarf (31 Replies) erklärt. Die 7 Votes sind im Verhältnis zum Engagement moderat, was für ein Nischenprodukt im Home & Garden-Bereich typisch ist.","['replies', 'views', 'votes']"
885,False,"Das Engagement (43 Antworten, 8034 Aufrufe, 23 Votes) ist für einen Deal zu Grillkohle mit 27% Rabatt bei einem großen Händler wie Home Depot plausibel. Grill-/BBQ-Produkte erzeugen in Deal-Foren typischerweise moderate bis hohe Diskussionen, besonders bei saisonalen Angeboten, und die Werte liegen im erwartbaren Rahmen für diese Produktkategorie.","['replies', 'views', 'votes']"
886,True,Die Anzahl der Views (1786) ist im Verhältnis zu nur 1 Reply und 1 Vote extrem hoch und ungewöhnlich für einen einfachen Luftfilter-Deal ohne Preis- oder Ersparnis-Angabe. Typischerweise würde ein solches Engagement-Verhältnis auf deutlich attraktivere oder kontroversere Inhalte hindeuten.,"['replies', 'views', 'votes']"
887,False,"Ein Costco-Deals-Überblick über einen längeren Zeitraum (5 Wochen) mit Bildern ist für die Community hochrelevant und erklärt das hohe Engagement (41.726 Views, 73 Replies, 84 Votes) plausibel. Solche Sammelthreads zu beliebten Händlern ziehen typischerweise viel Aufmerksamkeit und Diskussion an.","['replies', 'views', 'votes']"
888,True,"Das Verhältnis von 174 Antworten bei 46.304 Aufrufen ist für ein einfaches Werkzeug-Set im niedrigen Preissegment ($19.98) extrem ungewöhnlich hoch. Die Reply-Rate von ~0,38% liegt weit über dem typischen Niveau für solche Produkte und deutet auf eine Anomalie hin, während die Views und Votes im normalen Rahmen erscheinen.","['replies', 'views', 'votes']"
889,True,"Ein einfaches Lebensmittelangebot (Kaffee-Kapseln) bei einem regionalen Supermarkt mit 1070 Views, aber 0 Replies und nur 2 Votes ist auffällig. Die hohe Anzahl an Aufrufen steht in deutlichem Missverhältnis zum minimalen Engagement, was für diese Art von Deal ungewöhnlich ist.","['replies', 'views', 'votes']"
890,False,"Das Engagement ist für einen Kreditkarten-Deal im Finanzbereich plausibel: 2500 Views zeigen moderates Interesse, 8 Antworten deuten auf Diskussion hin, und -4 Votes sind bei Finanzprodukten (oft kontrovers, nur für Neukunden) ein normales Bewertungssignal. Alle Werte passen zum Kontext eines spezifischen Cashback-Angebots.","['replies', 'views', 'votes']"
891,True,"Ein Banking/Investing-Angebot mit 27.210 Views und 109 Replies, aber nur -1 Vote ist ungewöhnlich. Bei diesem hohen Engagement würde man deutlich mehr Votes (positiv oder negativ) erwarten – die nahezu neutrale Vote-Zahl passt nicht zur starken Interaktion.","['replies', 'views', 'votes']"
892,False,"Das Engagement ist für einen Clearance-Deal von Bastelmaterial (Garn für ~4$) im erwartbaren Rahmen. Moderate Views (1661), wenige Replies (5) und leicht negative Votes (-1) passen zu einem Nischenprodukt mit begrenzter Zielgruppe, das nicht außergewöhnlich attraktiv erscheint.","['replies', 'views', 'votes']"
893,False,"Ein McDonald's Sommer-Getränke-Angebot für $1.00 ist ein attraktiver, zeitlich begrenzter Deal einer großen Fast-Food-Kette, der breites Interesse weckt. Die hohen Views (98.819), viele Replies (250) und positive Votes (97) sind für solch ein populäres, massentaugliches Angebot im erwartbaren Rahmen und passen zum Kontext.","['replies', 'views', 'votes']"
894,False,"Das Engagement ist für diesen Kontext plausibel: Ein Werkzeug-Kit von Rigid bei Home Depot zu ~$87 ist ein attraktives Angebot für Heimwerker. 10.704 Views, 37 Replies und 4 Votes passen zu einem soliden Deal in der Home Improvement Kategorie, der Interesse weckt aber nicht außergewöhnlich viral geht.","['replies', 'views', 'votes']"
895,False,"Ein 50%-Rabatt bei Domino's Pizza über zwei Monate in mehreren größeren kanadischen Städten ist ein attraktives Angebot, das hohes Interesse erklärt. Die 9485 Views, 35 Replies und 17 Votes sind für einen zeitlich begrenzten Restaurant-Deal mit breiter regionaler Reichweite im erwartbaren Rahmen.","['replies', 'views', 'votes']"
896,False,"Das Engagement (9 Replies, 2675 Views, 9 Votes) ist für einen Deal mit 75% Rabatt auf Kopfhörer bei einem bekannten Händler plausibel und im erwartbaren Rahmen. Die moderate Interaktion passt zu einem soliden, aber nicht außergewöhnlichen Elektronik-Angebot.","['replies', 'views', 'votes']"
897,False,"Das Engagement ist für diesen Kontext plausibel: Ein Werkzeug-Deal mit 59% Rabatt bei Canadian Tire kann durchaus 2776 Views und 10 Replies generieren. Die -4 Votes deuten auf eine gemischte Bewertung hin (möglicherweise Diskussion über Preis-Leistung oder Produktqualität), was bei Werkzeug-Deals nicht ungewöhnlich ist.","['replies', 'views', 'votes']"
898,False,"Ein hochwertiger Autokindersitz für ~$300 in der Kategorie 'Baby Needs' rechtfertigt das beobachtete Engagement (26 Antworten, 5596 Aufrufe, 19 Votes) vollständig. Solche Produkte sind für Eltern wichtige Kaufentscheidungen mit hohem Informationsbedarf, was die Diskussion und Reichweite plausibel erklärt.","['replies', 'views', 'votes']"
899,True,"Ein hochwertiger Kühlschrank mit 400$ Rabatt bei Best Buy hat 35 Antworten und 6320 Aufrufe generiert, aber 0 Votes erhalten. Dieses Engagement-Muster ist ungewöhnlich: Die hohe Anzahl an Antworten und Views deutet auf starkes Interesse hin, während die völlige Abwesenheit von Votes (weder positiv noch negativ) im Kontext eines attraktiven Deals mit substantieller Ersparnis nicht plausibel erscheint.","['replies', 'views', 'votes']"
900,False,"Ein Lebensmittel-Deal (Thunfisch, 10 für $10) bei einem bekannten kanadischen Supermarkt mit 2760 Views, 9 Antworten und 8 positiven Votes zeigt ein normales Engagement für ein alltägliches Grocery-Angebot. Die Werte sind im erwartbaren Rahmen für einen soliden, aber nicht außergewöhnlichen Supermarkt-Deal.","['replies', 'views', 'votes']"
901,False,"Ein kostenloses Audible-Hörbuch über Kanada bei Amazon.ca zeigt mit 8123 Views, 98 Votes und 17 Replies ein plausibles Engagement-Niveau. Kostenlose digitale Inhalte, besonders Hörbücher, sind typischerweise attraktiv und generieren hohe Reichweite bei moderater Interaktion, was hier gut zum Kontext passt.","['replies', 'views', 'votes']"
902,False,"Das Engagement ist für einen Deal zu aktuellen Ryzen-Laptops im mittleren Preissegment plausibel. Die hohen Views (14729) und moderaten Replies (33) sowie positiven Votes (48) passen zu einem technisch relevanten Hardware-Deal, der viele Interessenten anzieht, aber primär Informationssuche statt intensive Diskussion auslöst.","['replies', 'views', 'votes']"
903,True,Die Kombination aus 1316 Views bei nur 0 Replies und 2 Votes ist für einen konkreten Deal mit 40$ Rabatt auf ein bekanntes Amazon-Produkt (Echo Studio) deutlich ungewöhnlich. Bei dieser hohen Sichtbarkeit wäre normalerweise mehr Interaktion (Kommentare und/oder mehr Votes) zu erwarten.,"['replies', 'views', 'votes']"
904,False,"Das Engagement ist im Kontext plausibel: Ein Mobilfunktarif-Deal mit Loyalty-Upgrade-Thematik erzeugt moderate Diskussion (15 Antworten) und gute Sichtbarkeit (6610 Views), während die leicht negativen Votes (-1) auf gemischte Bewertungen hindeuten, was bei Tarif-Deals mit spezifischen Voraussetzungen durchaus normal ist.","['replies', 'views', 'votes']"
905,True,Bei 3247 Views und 5 Replies würde man deutlich mehr als nur 1 Vote erwarten. Das extrem niedrige Engagement (votes) im Verhältnis zur hohen Reichweite (views) und vorhandenen Diskussion (replies) ist für einen Baby-Artikel mit konkretem Preis ungewöhnlich und deutet auf eine Anomalie hin.,"['replies', 'views', 'votes']"
906,True,"Die Anzahl der Views (2170) ist im Verhältnis zu den Replies (2) und Votes (1) extrem hoch und ungewöhnlich. Bei über 2000 Aufrufen würde man für einen Deal dieser Art deutlich mehr Engagement erwarten, insbesondere mehr Votes und Antworten.","['replies', 'views', 'votes']"
907,False,"Das Engagement ist für diesen Kontext plausibel: Eine 64GB MicroSD-Karte für ~$16 bei Walmart ist ein durchschnittliches Technik-Angebot ohne besondere Attraktivität. Die moderaten Views (2723), wenige Replies (4) und leicht negative Votes (-1) spiegeln ein typisches, eher unspektakuläres Deal-Interesse wider.","['replies', 'views', 'votes']"
908,True,"Die Anzahl der Antworten (32) ist für einen einfachen Hardware-Deal mit Strukturschrauben ungewöhnlich hoch, insbesondere im Verhältnis zu den moderaten Votes (7). Typischerweise generieren solche Standardprodukte mit 40% Rabatt deutlich weniger Diskussion, selbst bei 7500 Views.","['replies', 'views', 'votes']"
909,True,"Das Verhältnis von 85 Antworten zu nur 8 Votes bei 13.155 Views ist für eine einfache Domain-Registrierung extrem ungewöhnlich. Bei einem technischen Angebot mit moderater Ersparnis (34%, $8.19) wäre deutlich weniger Diskussionsaktivität oder ein höheres Vote-Engagement zu erwarten.","['replies', 'views', 'votes']"
910,True,Das Engagement ist ungewöhnlich: 17.030 Views und 53 Replies bei nur 7 Votes deutet auf ein extremes Missverhältnis hin. Für ein Heimwerkerprodukt mit 40% Rabatt wäre bei dieser hohen Aufmerksamkeit und Diskussionsintensität deutlich mehr positives oder negatives Voting zu erwarten.,"['replies', 'views', 'votes']"
911,False,"Das Engagement ist für diesen Kontext plausibel: Ein Werkzeug-Deal für ca. 20$ bei Princess Auto mit 2452 Views, 5 Replies und 1 Vote zeigt moderates Interesse, das typisch für Nischen-Werkzeugangebote ist. Die Views sind angemessen hoch für ein spezialisiertes Produkt, während die geringe Interaktion (Replies/Votes) dem begrenzten Zielgruppeninteresse entspricht.","['replies', 'views', 'votes']"
912,True,Die Kombination aus sehr hohen Views (1987) bei gleichzeitig null Replies und nur 2 Votes ist für ein Bose-Produkt mit attraktivem Refurbished-Preis deutlich ungewöhnlich. Normalerweise würde ein solches Angebot bei dieser Reichweite mehr Interaktion (Kommentare und Votes) generieren.,"['replies', 'views', 'votes']"
913,False,"Das Engagement ist für einen Restaurant-Deal mit attraktivem 40%-Bonus (10$ auf 25$) plausibel. Die hohen Views (26135) und moderaten Replies (67) sowie positiven Votes (35) passen zu einem wertvollen Angebot, das viele Nutzer interessiert und zur Diskussion anregt.","['replies', 'views', 'votes']"
914,False,"Ein 50%-Rabatt auf Air Canada Flüge in die USA/Kanada ist ein sehr attraktives Reiseangebot, das hohes Interesse und Diskussionsbedarf erklärt. Die 197 Antworten, 36.447 Aufrufe und 17 Votes sind für einen wertvollen Travel-Deal dieser Größenordnung im erwartbaren Rahmen und kontextuell plausibel.","['replies', 'views', 'votes']"
915,False,"Das Engagement ist für diesen Deal plausibel: Ein Automotive-Produkt mit 40% Rabatt bei Canadian Tire kann durchaus 5610 Views generieren, während 15 Replies und 7 Votes ein moderates, aber normales Interesse widerspiegeln. Das Verhältnis von Views zu Interaktionen liegt im erwartbaren Rahmen für ein Nischenprodukt mit solidem Rabatt.","['replies', 'views', 'votes']"
916,True,Das Verhältnis zwischen extrem hohen Views (260.895) und Replies (631) zu den sehr niedrigen Votes (37) ist deutlich ungewöhnlich. Bei einem so stark frequentierten und diskutierten Thread über VR-Gaming-Deals würde man wesentlich mehr Votes erwarten – die Diskrepanz deutet auf eine Anomalie im Engagement-Muster hin.,"['replies', 'views', 'votes']"
917,False,"Sea Foam Motor Treatment ist ein bekanntes und beliebtes Autopflegeprodukt, das in der Automotive-Community häufig diskutiert wird. Die 37 Antworten, 9342 Views und 23 Votes sind für ein etabliertes Produkt zu einem attraktiven Preis von $7.49 im Automotive-Bereich durchaus plausibel und im erwartbaren Rahmen.","['replies', 'views', 'votes']"
