original_index,Unnamed: 0,author,creation_date,expiry,last_reply,parent_category,price,replies,saving,source,thread_category,title,url,views,votes
720,1,toguy,2020-05-28T15:38:00,,2020-07-08T13:40:00,Restaurants,3.0,20,,,Fast Food,Harvey's Original or Veggie Burger - $3 / 2 for $6 [via app only],,8213,14
721,2,bird,2020-07-07T18:18:00,,2020-07-08T13:12:00,Computers & Electronics,132.54,11,,Amazon.ca,Video Games,Nintendo Switch Mario Kart Racing Wheel Pro Deluxe by HORI - $132.54,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FNintendo-Switch-Mario-Racing-Deluxe%2Fdp%2FB01C6XAO7M%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3DNintendo%2BSwitch%2BMario%2BKart%2BRacing%2BWheel%2BPro%2BDeluxe%2Bby%2BHORI%26qid%3D1594178913%26sr%3D8-1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,4811,0
722,3,pinkrose398,2020-06-22T13:21:00,,2020-07-08T12:57:00,,,58,50,Burberry,Apparel,Burberry sale,https://ca.burberry.com/fidhsfehei/,20648,21
723,4,Jonick,2020-07-08T08:14:00,,2020-07-08T12:57:00,Kids & Babies,39.97,3,70.0,Canadian Tire,Toys & Games,"Lucasfilm Star Wars BB-8 Kids' Bike, 12-in 39.97$ in store clearance",https://www.canadiantire.ca/en/pdp/lucasfilm-star-wars-bb-8-kids-bike-12-in-0711160p.html#srp,1712,3
724,5,kenchau,2020-07-08T09:15:00,2020-07-31,2020-07-08T11:38:00,Home & Garden,199.0,1,0.2,Home Depot,Home Improvement & Tools,Ryobi 18V ONE+ 4-tool combo kit (a different one - lots of inventory) - $199,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-lithium-ion-cordless-4-tool-combo-kit-with-2-batteries-charger-and-bag/1001411526,2124,6
725,6,zumi78878,2020-07-06T20:39:00,,2020-07-08T11:35:00,Travel,540.0,120,,Air Canada,Flights,"YYZ -> Japan $540, YVR -> Japan $510 Non-stop (May 2021)",,35732,9
726,7,Carlosf1,2020-07-05T11:00:00,,2020-07-08T11:24:00,,0.0,53,,Microsoft,Computers & Electronics,Microsoft Announces Free Digital Skill Workshops for Everyone - FREE,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36509&murl=https%3A%2F%2Fblogs.microsoft.com%2Fblog%2F2020%2F06%2F30%2Fmicrosoft-launches-initiative-to-help-25-million-people-worldwide-acquire-the-digital-skills-needed-in-a-covid-19-economy%2F%3Firgwc%3D1%26OCID%3DAID2000142_aff_7794_1246483%26tduid%3D%2528ir__19p9nxgzawkfrmaikk0sohzixv2xixavmw6whp0q00%2529%25287794%2529%25281246483%2529%2528%25285a921937ae21b66a7f3d82526ec5493b%2529%2528266696%2529%25281018132%2529%25281998200510%2529%2528%2529%2529%25285a921937ae21b66a7f3d82526ec5493b%2529%26irclickid%3D_19p9nxgzawkfrmaikk0sohzixv2xixavmw6whp0q00&u1=rfdcb,32144,171
727,8,throbbingdeal,2020-06-01T22:15:00,2020-06-04,2020-07-08T11:17:00,Computers & Electronics,723.0,12,50.0,Leon's,Televisions,"Hisense 55Q8G 55"" QLED UHD TV - $723",https://www.leons.ca/products/hisense-55-4k-qled-smart-android-tv-55q8g?variant=32112038576174,4231,-6
728,9,weihui,2020-07-07T16:39:00,,2020-07-08T11:02:00,,15.63,8,,Amazon.ca,Computers & Electronics,$15.63 - AUKEY USB Wall Charger with 4-Ports 40W / 8A Output & Foldable Plug,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FAUKEY-Charger-4-Ports-Foldable-Compatible%2Fdp%2FB07K6KKGTL%2F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3290,-6
729,10,navapeers,2020-06-11T03:04:00,,2020-07-08T10:41:00,Computers & Electronics,1097.99,212,0.31,Samsung,Cell Phones,"Samsung Galaxy S20 Plus for $1098+tax with Perkopolis, Venngo, SPC",https://www.awin1.com/cread.php?awinmid=18530&awinaffid=139736&clickref=&p=https://shop.samsung.com/ca/multistore/caepp/sppsso1/Products/Smartphones/Galaxy-S20%2B-5G/p/SM-G986WLBAXAC,50655,42
730,11,Seanne,2020-06-27T12:15:00,,2020-07-08T10:09:00,Computers & Electronics,29.96,14,,The Source,Home Theatre & Audio,Monster® SuperStar™ S200 Wireless Speaker - Black,http://www.dpbolvw.net/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fbrands%2Fmonster%2Fmonster%25c2%25ae-superstar%25e2%2584%25a2-s200-wireless-speaker---black%2Fp%2F108075357&sid=rfdcb,4577,3
731,12,Blustreak,2020-07-07T17:09:00,,2020-07-08T08:56:00,Home & Garden,158.0,8,,Home Depot,Home Improvement & Tools,Warmish deal - Ryobi P1936N tool combo - Impact Wrench + Inflator - $158 (online only),https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ryobi-18v-one-cordless-combo-kit-with-3-speed-1-2-inch-impact-wrench-and-power-inflator-tools-only-/1001420879,2865,0
732,13,gamzerz,2020-07-07T12:50:00,,2020-07-08T06:51:00,Small Business,10.53,2,46,Amazon.ca,Office Supplies,"Sakura 50039 6-Piece Pigma Micron-08 Ink Pen Set, 0.50mm, Black - $10.53",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FSakura-50039-6-Piece-Pigma-Micron-08%2Fdp%2FB00K3KRQM2%2Fref%3Dsr_1_1%3Fdchild%3D1%26keywords%3DSakura%2B50039%2B6-Piece%2BPigma%2BMicron-08%2BInk%2BPen%2BSet%252C%2B0.50mm%252C%2BBlack%26qid%3D1594140417%26sr%3D8-1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,2713,9
733,14,Freebush,2020-07-01T07:23:00,2020-07-07,2020-07-08T01:49:00,,147.99,11,17.0,Newegg,Computers & Electronics,G.SKILL Ripjaws V Series 32GB (2 x 16GB) DDR4 3200 Desktop Memory F4-3200C16D-32GVK $147.99 PM OP,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=44589&murl=https%3A%2F%2Fwww.newegg.ca%2Fg-skill-32gb-288-pin-ddr4-sdram%2Fp%2FN82E16820232091&u1=rfdcb,3714,11
734,15,asterisk*,2020-07-07T15:47:00,2020-07-09,2020-07-08T01:48:00,,6.0,7,40.0,Visions Electronics,Computers & Electronics,Kingston USB 3.0 DataTraveler 100 G3 - 32 GB (DT100G3/32GBCR) — $6.00,https://m.visions.ca/#!/home-productdetail?productId=43226&sku=DT100G3%2F32GBCR,2826,11
735,16,2Riskit,2020-07-06T15:13:00,,2020-07-08T01:20:00,Automotive,,38,,Princess Auto,Auto Parts & Accessories,Auto AC Refrigerant sale (save upto 40%),,7457,5
736,17,MercadorHG,2020-06-25T12:40:00,2020-07-09,2020-07-08T01:00:00,Computers & Electronics,,214,,STEAM,Video Games,Steam Summer Sale 2020,https://store.steampowered.com/,66708,72
737,18,jac762,2020-05-20T11:17:00,,2020-07-07T23:39:00,Home & Garden,54.5,94,,Lee Valley,Home Improvement & Tools,Kreg 320 Pocket-Hole Kit with Clamp $54.50,https://www.leevalley.com/en-ca/shop/tools/jigs-guides-and-fixtures/111248-kreg-320-pocket-hole-kit-and-face-frame-clamp,28359,79
738,19,happiy,2020-06-24T12:34:00,,2020-07-07T23:31:00,,99.99,76,,,Computers & Electronics,Logitech HD Pro Webcam C920S $99.99,https://bestbuyca.o93x.net/c/341376/644465/10221?u=https://www.bestbuy.ca/en-ca/product/logitech-c920s-pro-1080p-hd-webcam/13444247,19595,22
739,20,Niffler,2020-07-06T21:02:00,,2020-07-07T22:31:00,,9.97,14,64.0,Costco,Computers & Electronics,(YMMV) Prime Outdoor Wifi Outlets 2 pack - $9.97,,7606,7
740,21,stovetop,2020-07-05T19:32:00,,2020-07-07T22:22:00,,,40,,Dollarama,Home & Garden,"Dollarama Deals (July 5, 2020)",,19394,88
741,22,MasterMK,2020-06-09T11:52:00,2020-06-11,2020-07-07T21:53:00,Home & Garden,23.99,59,60.0,Canadian Tire,Home Improvement & Tools,Skil Angle Grinder 4 1/2inch $23.99 60% off,https://www.canadiantire.ca/en/pdp/skil-angle-grinder-4-1-2-in-0547118p.html,16589,31
742,23,airartaura,2020-06-28T15:13:00,,2020-07-07T21:45:00,,,11,0.4,,Apparel,Clearly.ca - 40% OFF Lenses Of Glasses & Sunglasses,http://www.anrdoezrs.net/click-749547-12350379?url=https%3A%2F%2Fwww.clearly.ca%2Feyewear&sid=rfdcb,3018,4
743,24,StarFox1986,2020-07-07T10:06:00,,2020-07-07T21:09:00,Computers & Electronics,1859.0,16,440.0,Lenovo Canada,Computers & Tablets/eReaders,"Legion 7i 15"" i7 10th gen, 16gbRam, 512GB, RTX2060(100W) $1,859.99",http://lenovo.evyy.net/c/341376/225728/3899?u=https%3A%2F%2Fwww.lenovo.com%2Fca%2Fen%2Flaptops%2Flegion-laptops%2Flegion-7-series%2FLenovo-Legion-7%2Fp%2F88GMY701410,3023,-3
744,25,stevieg,2020-06-27T12:06:00,2020-07-09,2020-07-07T20:31:00,Computers & Electronics,10.99,13,50.0,STEAM,Video Games,Tabletop Simulator Half Price again on Steam (10.99 / 33.24 for 4-pack),https://store.steampowered.com/app/286160/Tabletop_Simulator/,5115,6
745,26,Freebush,2020-07-07T00:59:00,,2020-07-07T20:09:00,,499.99,9,,Canada Computers,Computers & Electronics,NZXT H1 Case with 140 watercooler + riser card + 650W SFX-L PSU (Black)/(White) $499.99,https://www.canadacomputers.com/listing/NZXT-H1-Case-200703,3680,0
746,27,BigBear604,2020-07-06T17:59:00,,2020-07-07T19:20:00,,18.99,11,0.41,Amazon.ca,Computers & Electronics,Anker USB C to Lightning Cable Powerline II+ braided 6ft $18.99,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB07JHTZZGP%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26psc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,4157,5
747,28,Minimo07,2020-07-04T07:56:00,,2020-07-07T18:50:00,Computers & Electronics,0.0,22,,Nintendo,Video Games,Nintendo Switch eshop free to download & play game: Ninjala,https://www.nintendo.com/games/detail/ninjala-switch/,9834,29
748,29,mechfreak,2020-06-17T21:53:00,,2020-07-07T18:36:00,Home & Garden,14.99,8,,Factory Direct,Outdoors & Patio,Gilmour Pattern Master Impulse Sprinkler on Polymer Sledbase,https://www.factorydirect.ca/gilmour-pattern-master-impulse-sprinkler-on-polymer-sledbase,2915,-2
749,0,5abi,2020-07-07T11:53:00,,2020-07-07T17:55:00,Home & Garden,449.0,8,,Costco,Outdoors & Patio,Sunbeam Steel Pyramid Fire Table $449,https://www.costco.ca/sunbeam-steel-pyramid-fire-table.product.100471049.html,3795,4
750,1,trini_2_d_bone,2020-07-03T13:32:00,,2020-07-07T17:40:00,Home & Garden,18.67,52,,Home Hardware,Home Services & Repairs,Black Jack 17L Maxx 200 Asphalt Filler/Sealer,,10158,17
751,2,TheQuestion,2020-07-03T21:10:00,2020-07-07,2020-07-07T17:10:00,,229.99,28,40.0,Staples,Computers & Electronics,"ASUS 27"" TN Gaming Monitor -$229",https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2935016-en-asus-27-inch-lcd-tn-monitor-with-amd-freesync-technology-vp278qgl,6790,-10
752,3,JohnF100,2020-07-07T10:36:00,,2020-07-07T17:07:00,Small Business,139.99,10,,123Ink.ca,Office Supplies,Moustache Ergonomic Adjustable Office Chair $139.99,http://www.anrdoezrs.net/click-749547-13168232?url=https%3A%2F%2Fwww.123ink.ca%2Fp-358387-mofc-hlc-0088f-1-ergonomic-adjustable-office-mesh-chair-with-adjustable-headrest-and-lumbar-support-moustache%23sku367223&sid=rfdcb,3313,5
753,4,phoreoneone,2020-07-04T20:03:00,,2020-07-07T16:47:00,,,7,,Real Canadian Superstore,Groceries,Starbucks Frappuccino Mocha Almond 405mL $1 & 1.42L Premium Ice Coffee $4.98 After C51,,3312,1
754,5,azndealfinder,2020-07-07T14:42:00,,2020-07-07T16:11:00,Sports & Fitness,179.0,5,70.0,Home Depot,Men's Clothing,"Milwaukee M12 Axis Heated Jacket Kit $179, medium only YMMV",https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-men-s-medium-m12-12v-lithium-ion-cordless-axis-black-heated-quilted-jacket-w-1-2-0ah-battery/1001133883,1320,0
755,6,steved54321,2020-07-07T11:54:00,,2020-07-07T15:23:00,Restaurants,15.99,10,15% off,Amazon.ca,Coffee & Desserts,De'Longhi Double Walled Thermo Espresso Glasses - set of 2 $15.99 all time low,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2FDeLonghi-Verres-expresso-double-Regular%2Fdp%2FB004MALMT2%2Fref%3Dmp_s_a_1_1%3Fdchild%3D1%26keywords%3Ddelonghi%2Bespresso%2Bcups%2B2%26qid%3D1594136850%26sr%3D8-1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,3053,1
756,7,alanbrenton,2020-07-07T11:53:00,,2020-07-07T15:20:00,,,8,,,Travel,[Aeroplan] Big YMMV - Buy miles and earn a Mystery Bonus of up to 75%,https://aeroplan-bg-sso.points.com/?language=en-CA&ssoProduct=buy,1645,-2
757,8,sexyj,2020-07-07T11:06:00,,2020-07-07T15:08:00,Computers & Electronics,26.99,2,,Amazon.ca,Home Theatre & Audio,"Åtta Göra TWS - Touch Control / ipx5 / USB-C charging wireless earbuds - $26.99 (no tax, after coupon)",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fgp%2Fproduct%2FB083HW4BG3%2Fref%3Dppx_yo_dt_b_asin_title_o00_s00%3Fie%3DUTF8%26amp%3Bamp%3Bpsc%3D1&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1439,-1
758,9,lesoir,2020-01-20T19:02:00,,2020-07-07T15:01:00,,89.0,134,,,Computers & Electronics,GET 6 MONTHS OF SIRIUSXM + A GOOGLE NEST HUB FOR $89,http://bit.ly/2RySvRn,54059,27
759,10,Seanne,2020-07-07T15:00:00,,2020-07-07T15:00:00,Computers & Electronics,2.0,0,,Visions Electronics,Peripherals & Accessories,Monster Mobile Single USB Wall Charger - Black and Silver $2 single $3 dual,https://www.visions.ca/product-detail/46623/monster_mobile_single_usb_wall_charger_black_and_silver?categoryId=761&sku=MBLWCHGR-1BK-CREFS,1079,5
760,11,Thatdealguy,2020-07-04T18:13:00,,2020-07-07T14:47:00,Shopping,9.99,96,,Costco,Other,Hand sanitizers in stock 2 for $9.99 (980ml x 2),,29983,37
761,12,dangod,2020-06-22T21:54:00,2020-06-24,2020-07-07T14:46:00,,449.0,42,150.0,The Source,Computers & Electronics,Anda Seat Dark Wizard Premium Gaming Chair - Black - 150$ off - 449$,http://www.kqzyfj.com/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Fbrands%2Fanda-seat%2Fanda-seat-dark-knight-premium-gaming-chair---black%2Fp%2F108088378&sid=rfdcb,9445,-7
762,13,adjie,2020-07-06T19:51:00,,2020-07-07T14:33:00,Restaurants,,6,50.0,Papa John's Pizza,Fast Food,50% off Monday to Wednesday (YMMV),,2586,-7
763,14,RiftOfChaos,2020-06-29T08:28:00,,2020-07-07T14:30:00,Computers & Electronics,,74,,Sony Online Entertainment,Video Games,"PSN Plus Free July Games: NBA 2K20, Rise of Tomb Raider 20 Year Celebration and Erica",https://blog.playstation.com/2020/06/29/playstation-plus-july-games-lineup-a-thank-you-for-10-years-of-supporting-ps-plus/,18016,74
764,15,Tomas8x,2020-07-07T12:25:00,,2020-07-07T13:54:00,Computers & Electronics,129.99,4,,Amazon.ca,Peripherals & Accessories,"1TB A58 Silicon Power 3D NAND 2.5"" Internal Solid State Drive $129.99",http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB07LG1QZR8%3F&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,1864,3
765,16,Damians2012,2020-07-03T22:24:00,2020-07-09,2020-07-07T13:35:00,Computers & Electronics,359.1,23,,Visions Electronics,Televisions,"Proscan 58"" 4K UHD Smart TV 359.10$ in cart with ISPU",https://www.visions.ca/product-detail/57299/proscan_58_4k_uhd_smart_tv?categoryId=0&sku=PLED5838UHDSM,6042,7
766,17,Vovchyk,2020-07-07T13:18:00,,2020-07-07T13:29:00,Home & Garden,,2,15%-20%,Benjamin Moore,Home Decor,"Benjamin Moore Sale (maybe local) 1-3 Gallons -15%, 4 Gallons or more - 20%",,1075,-1
767,18,-KILO-,2020-06-26T17:41:00,,2020-07-07T13:08:00,Home & Garden,74.5,85,145.0,Home Depot,Home Improvement & Tools,$74.50 YMMV - Milwaukee M12 Compact Inflator Kit,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/milwaukee-tool-m12-12v-lithium-ion-cordless-compact-inflator-kit-w-40ah-battery-charger/1001232343?eid=PS_GOOGLE_D25%20-%20E-Comm_GGL_Shopping_PLA_EN_Tools_Tools_PLA_EN__PRODUCT_GROUP_aud-829953601615:pla-558654466730&gclid=EAIaIQobChMIhL_8j7eg6gIVA-21Ch0nHAFFEAQYASABEgJ-N_D_BwE&gclsrc=aw.ds,24204,22
768,19,426Hemi,2020-07-06T13:12:00,,2020-07-07T12:40:00,Home & Garden,67.99,26,,Costco,Appliances,Chef's Choice Hybrid 3-stage Knife Sharpener (Model 270) $67.99,https://www.costco.ca/chef%e2%80%99schoice-hybrid-3-stage-knife-sharpener.product.100654882.html,5446,4
769,20,Canada_7,2020-07-07T11:40:00,2020-07-08,2020-07-07T12:23:00,,2.97,2,,Walmart,Groceries,Boursin Cheese $3.97 + Checkout51 cashback ($1 back per flavour),,723,2
770,21,idiotcanuck,2020-06-29T12:03:00,2020-07-07,2020-07-07T12:18:00,Home & Garden,18.0,6,,Visions Electronics,Appliances,Hauz 1.7 L Stainless/Glass Electric Kettle $18/$31 For 2 ISPU,https://m.visions.ca/#!/home-productdetail?productId=55463,2522,4
771,22,ElliotT454850,2020-07-06T15:40:00,,2020-07-07T12:05:00,Home & Garden,68.0,14,0.23,Home Depot,Appliances,RIDGID 11 Litre (3 Gal.) 3.5 Peak HP Portable Wet Dry Vacuum $68,,2911,3
772,23,whyami,2020-07-06T21:57:00,,2020-07-07T12:01:00,Computers & Electronics,24.98,13,17.0,,Home Theatre & Audio,Sony ICFP26 portable AM/FM Radio $24.98,http://www.anrdoezrs.net/click-749547-10797598?url=https%3A%2F%2Fwww.thesource.ca%2Fen-ca%2Faudio-headphones%2Fportable-audio%2Fradios%2Fsony-icf-p26-integrated-am-fm-portable-radio---black%2Fp%2F108048542&sid=rfdcb,3428,5
773,24,immad01,2020-07-06T11:45:00,2020-07-19,2020-07-07T11:17:00,,79.99,3,,Princess Auto,Home & Garden,Weed Eater 20V 3-in-1 Cordless Combo Kit with Battery for $79.99,https://www.princessauto.com/en/detail/20v-cordless-3-in-1-tool/A-p8946881e,1941,1
774,25,reefer123,2020-07-07T07:49:00,,2020-07-07T11:11:00,,66.0,11,,Walmart,Sports & Fitness,CAP Flat Bench,,3385,7
775,26,SquadG,2020-06-23T10:50:00,,2020-07-07T11:06:00,Home & Garden,79.0,21,50.0,Home Depot,Home Improvement & Tools,RIDGID Handheld Vacuum $79 Clearance,https://the-home-depot-ca.pxf.io/c/341376/583694/9526?u=https://www.homedepot.ca/product/ridgid-gen5x-18v-cordless-brushless-vacuum-tool-only-with-2-nozzles-and-2-foot-extension-tube/1001029850,4005,-10
776,27,natexiao627,2020-07-03T16:19:00,2020-09-25,2020-07-07T11:05:00,Automotive,5.0,17,,Canadian Tire,Other,Ultimate Car Wash $5 on Friday (Min 15L fuel required),,7718,16
777,28,chun_man17,2020-06-24T16:22:00,,2020-07-07T10:48:00,,,87,,LCBO,Groceries,Free charcuterie board with purchase of two packs of 6-tall can Stella,,34858,52
778,29,harold_callahan,2020-07-07T08:48:00,,2020-07-07T10:31:00,Home & Garden,9.31,7,38.0,Amazon.com,Other,"Genuine Instant Pot Tempered Glass Lid, 9 in. (23 cm), 6 Quart, Clear | 38% Off | $9.31",http://www.amazon.com/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.com%2Fdp%2FB008FUJ2LK&tag=redflagdeal02-20&linkCode=ur2&camp=1789&creative=9325,2037,-12
779,0,meetulp,2020-07-07T08:24:00,,2020-07-07T08:34:00,Home & Garden,109.0,2,50.0,Walmart,Appliances,Sun Joe SPX7000E 2-in-1 Electric Pressure Washer | 1700-Max PSI | 1.45-GPM | Built In Wet/Dry Vacuum System $109,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fsun-joe-spx7000e-2-in-1-electric-pressure-washer-1700-max-psi-145-gpm-built-in-wetdry-vacuum-system%2F6000198627784&u1=rfdcb,1183,2
780,1,typhooney,2020-07-05T12:10:00,,2020-07-07T07:16:00,Apparel,20.97,33,22.0,Amazon.ca,Men's Apparel,Fruit of the Loom - Loose Fit Boxers - 5 pack - $20.97,http://www.amazon.ca/gp/redirect.html?ie=UTF8&location=https%3A%2F%2Fwww.amazon.ca%2Fdp%2FB013DNE7WM%2Fref%3Dcm_sw_r_sms_c_api_i_zNFaFbSNZYZF6&tag=redflagdealsc-20&linkCode=ur2&camp=15121&creative=330641,10104,1
781,2,forevergone,2020-06-28T00:30:00,2020-07-02,2020-07-07T07:14:00,Computers & Electronics,119.99,27,,Staples,Cameras,Canon 50MM F1.8 STM @ $119.99 (NIFTY FIFTY),https://staplescanada.4u8mqw.net/c/341376/755401/10903?u=https://www.staples.ca/products/2070235-en-canon-ef-50mm-f18-stm-lens,8462,17
782,3,hiredmuscle,2020-06-12T01:03:00,,2020-07-07T06:01:00,,,159,20-22%,Amazon.ca,Computers & Electronics,Eero Mesh Networking Systems Sale 20-22% Off,,30024,12
783,4,Mr2828,2020-06-11T15:45:00,,2020-07-07T04:05:00,,125.0,53,,,Apparel,Ultraboost $125 or $112.50,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=42558&murl=https%3A%2F%2Fwww.thelasthunt.com%2Fsearch%2F%3Fq%3Dultraboost&u1=rfdcb,22976,45
784,5,jdewit,2020-06-30T19:46:00,,2020-07-07T01:53:00,,69.99,29,,Costco,Groceries,Costco Liquor [ALBERTA ONLY] Chardonnay $70/case,,7457,24
785,6,deals46,2020-06-17T15:03:00,,2020-07-07T01:09:00,Entertainment,,16,,Google Play Store,"Books, Music, Movies, Magazines",Rent a movie for $0.99 or $1.49 YMMV,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwino6yRxInqAhUZTYYKHS1iBXwYABAAGgJ2dQ&ae=1&ohost=www.google.com&cid=CAESQeD2kcCTfJcWkTgQr-xUdy3ypeYOFYKmPZX9VKpsptKTnTDSPWimSzqyGGrEu8Qy9PMQV_7vsRG4MgvKovJ1pd-B&sig=AOD64_3SAmY303eerITbAygvVTQUjPvjyA&q&adurl=https://play.google.com/store/movies?utm_source%3Dna_Med%26utm_medium%3Dhasem%26utm_content%3DFeb2117%26utm_campaign%3DEvergreen%26pcampaignid%3DMKT-DR-na-ca-1001279-Med-hasem-mo-Evergreen-Feb2117-Text_Sea,5128,22
786,7,Blubbs,2020-07-03T14:18:00,,2020-07-07T00:43:00,Computers & Electronics,827.99,11,,Samsung,Cell Phones,Samsung Galaxy S10 $827.99 from Samsung with SPC free trial,,2821,-6
787,8,CrackTheDeal,2020-07-06T19:50:00,,2020-07-07T00:31:00,,1.99,7,90.0,,Computers & Electronics,SimCity 4: Deluxe Edition (PC or Mac Digital Download) for $1.99,http://www.kqzyfj.com/click-749547-13212017?url=https%3A%2F%2Fwww.fanatical.com%2Fen%2Fgame%2Fsim-city-4-deluxe-edition%3Faff_track%3DCJ%26CJEVENT%3D1709455fbfe311ea839303860a24060e%26utm_source%3DCJ%26cj_pid%3D4485850%26cj_aid%3D13212017&sid=rfdcb,2513,13
788,9,NixxonExxo,2020-07-06T14:38:00,2020-07-12,2020-07-07T00:26:00,Restaurants,7x Points,25,,Tim Hortons,Coffee & Desserts,HOT! YMMV. Earn 7x Points per Order With Mobile App,http://mobileapp.timhortons.com,3569,-18
789,10,blyndfyre,2020-07-06T15:18:00,2020-07-19,2020-07-06T23:57:00,,4.99,20,10.0,Princess Auto,Automotive,Rubber Wheel Chock ($4.99),https://www.princessauto.com/en/detail/8-x-5-in-rubber-wheel-chock-with-eyebolt/A-p8835290e,4313,5
790,11,DragonRider,2020-06-01T07:39:00,2020-07-31,2020-07-06T23:52:00,Restaurants,,36,< 50%,American Express,Fast Food,Spend at least $10 at Panago Pizza and Earn a $5 credit,https://www.panago.com,6519,22
791,12,MoonDoggy,2020-07-06T14:47:00,,2020-07-06T23:26:00,,,24,,Domino's Pizza,Restaurants,Domino's Monday 50% off pizza menu (GTA/YMMV),,4134,8
792,13,wilson881,2020-07-06T12:52:00,,2020-07-06T23:23:00,Kids & Babies,34.92,8,,Walmart,Toys & Games,Pokemon Sun & Moon Hidden Fates Restock!,http://click.linksynergy.com/deeplink?id=CAqD7bLWUPI&mid=36751&murl=https%3A%2F%2Fwww.walmart.ca%2Fen%2Fip%2Fpokemon-sun-moon-115-hidden-fates-charizard-gx-box-1-gx-card-4-booster-packs%2F6000201776001&u1=rfdcb,3559,0
